 ,doc1,doc2,doc3,doc4,doc5,doc6,doc7,doc8,doc9,doc10,doc11,doc12,doc13,doc14,doc15,doc16,doc17,doc18,doc19,doc20,
doc1,0.0,0.6395008160767711,0.5736170562326929,0.6426946478597038,0.5392606703626692,0.5556708115250617,0.6604807326136166,0.8257550138717479,0.80726881561019,0.7438019082141551,0.862717090553551,1.1703231654701332,0.6489011850260891,0.5831304946638443,0.5888590511095645,0.7795230534974015,0.7858420297273057,0.8026427952248983,0.8156062702146318,0.8475488322172671,
doc2,0.6395008160767711,0.0,0.5577267336062296,0.563393157314555,0.48318437060328706,0.5123785111009449,0.7644371059046944,0.6422450077516433,0.7137746129102719,0.6550993711608195,0.8024833955887632,1.0913775580591822,0.6220997726887842,0.497101225579293,0.5558091032457189,0.7088223456154572,0.6837833981995296,0.7362951825398275,0.7402760555241804,0.7890400011236872,
doc3,0.5736170562326929,0.5577267336062296,0.0,0.539987676601478,0.4043174763287896,0.3527272571054081,0.7119699678721232,0.7091080312851478,0.7209876631014479,0.6357309613537346,0.7647265206081355,1.0657623483911431,0.5568591876449138,0.5202478990034158,0.48372351571911937,0.685730452194273,0.7041872282212569,0.6973767806885532,0.7104440116356262,0.7615938590274524,
doc4,0.6426946478597038,0.563393157314555,0.539987676601478,0.0,0.4383747609157455,0.49738601234171426,0.7165194494500067,0.7158293515101387,0.7324568638595765,0.48047508267768146,0.7318649174566906,1.0154443534966362,0.5628791197088387,0.5181685268054599,0.4275522499482269,0.6830105066067303,0.7141132649847108,0.6703821354027177,0.6858969717666158,0.7334514964199166,
doc5,0.5392606703626692,0.48318437060328706,0.4043174763287896,0.4383747609157455,0.0,0.37171185233480847,0.6576927719413501,0.652785646708562,0.6408041312452305,0.5336519397874833,0.6670558896960879,0.9638037289645932,0.5004301748787784,0.4422183203537155,0.41111315842777874,0.5863761895945236,0.6366400899316299,0.6274019906587106,0.6079465562964302,0.6405039127322613,
doc6,0.5556708115250617,0.5123785111009449,0.3527272571054081,0.49738601234171426,0.37171185233480847,0.0,0.7093917981576939,0.6690165338846641,0.6869416371807849,0.6028703141711468,0.7452298391859908,1.0389663192286702,0.5012908391939389,0.47996237257057406,0.4481378800714292,0.6587179091296573,0.6782276662381087,0.6725675907471743,0.6756094298452661,0.7341362282087329,
doc7,0.6604807326136166,0.7644371059046944,0.7119699678721232,0.7165194494500067,0.6576927719413501,0.7093917981576939,0.0,0.9217765176866218,0.8689117449220655,0.8200858715554972,0.9497717433298515,1.2392656459063072,0.7841640349226635,0.7352429367532491,0.7224825595051554,0.8305668891302419,0.8524732389602497,0.8643304581123223,0.8853922613325824,0.9258767387540098,
doc8,0.8257550138717479,0.6422450077516433,0.7091080312851478,0.7158293515101387,0.652785646708562,0.6690165338846641,0.9217765176866218,0.0,0.8696328131767026,0.8151457738719391,0.92315897617708,1.23130406613552,0.7514205577933858,0.7028140796530961,0.6641011678050337,0.8634014256499823,0.8775163419881302,0.8706991627298327,0.8640819691496845,0.9308947338837513,
doc9,0.80726881561019,0.7137746129102719,0.7209876631014479,0.7324568638595765,0.6408041312452305,0.6869416371807849,0.8689117449220655,0.8696328131767026,0.0,0.8237103337498849,0.8934584795388852,1.2132336834131945,0.7697286268004792,0.7245456332766426,0.7054261464217871,0.8337713295953202,0.19061261897512785,0.8284204774298485,0.820276276586326,0.902016793688163,
doc10,0.7438019082141551,0.6550993711608195,0.6357309613537346,0.48047508267768146,0.5336519397874833,0.6028703141711468,0.8200858715554972,0.8151457738719391,0.8237103337498849,0.0,0.803336630737448,1.123787392791347,0.6693650370635501,0.6167133100333899,0.5481146031577832,0.770134667956692,0.811462257765585,0.7757872224129106,0.7896297101521172,0.8393415037279349,
