 ,doc1,doc2,doc3,doc4,doc5,doc6,doc7,doc8,doc9,doc10,doc11,doc12,doc13,doc14,doc15,doc16,doc17,doc18,doc19,doc20,
doc11,0.9610499832942679,0.9412497765019401,0.9346755140364174,0.8805096593174822,0.9054028270975006,0.9514656412290402,0.9260317749359119,0.9233714011030655,0.956727937615523,0.9122108683749636,0.0,0.9408111016086128,0.9554822633801627,0.9674606964488115,0.9372619881482941,0.9222993901196638,0.9557802694989465,0.9116713980181455,0.9533885043308381,0.6861744834348205,
doc12,0.9846774386573238,0.9572377178089182,0.8881433299058975,0.9362316388533101,0.7239886078978569,0.9194861965989136,0.9775321060245806,0.9859902942616744,0.9852057915530292,0.9729119572672124,0.9408111016086128,0.0,0.9708025154366151,0.9830766245670799,0.9666528890190633,0.9126245035855857,0.9813606260869443,0.9604151425357956,0.9877216049304992,0.9530879230682586,
doc13,0.9537601966662478,0.9400533319040376,0.8952786110248094,0.9212710710885653,0.9137488684775695,0.8183195355504713,0.9267782505519525,0.9121566576893873,0.9698919106198298,0.9653907094785816,0.9554822633801627,0.9708025154366151,0.0,0.9467460991870192,0.9142603600782279,0.9705625099876769,0.9602077831499254,0.9246612252769069,0.986239719279447,0.9589223929838552,
doc14,0.9617277201459542,0.8635422324451882,0.9385709595950958,0.953490484584994,0.9445578305391372,0.9345192609739013,0.958250212382926,0.9651613117918615,0.9648851707594375,0.9787472468320146,0.9674606964488115,0.9830766245670799,0.9467460991870192,0.0,0.9438004132448501,0.9698119409569366,0.9596149028209332,0.9583204031176021,0.9882519826724349,0.9775296400950785,
doc15,0.9547515580120144,0.9510839369822158,0.8758368274957508,0.8320532919713532,0.8810973394926636,0.8843817124120807,0.9401843914605047,0.8340607327064193,0.939513892212989,0.9390058870017551,0.9372619881482941,0.9666528890190633,0.9142603600782279,0.9438004132448501,0.0,0.9119757954072871,0.9363518486683559,0.9521434540751219,0.9860955424357061,0.9766300454724289,
doc16,0.9653680626044382,0.9434114493866854,0.9275599641655791,0.9617491319127837,0.9147324628899196,0.9395404610503048,0.8792742037071959,0.9788762407470246,0.948906625748935,0.9824090158108725,0.9222993901196638,0.9126245035855857,0.9705625099876769,0.9698119409569366,0.9119757954072871,0.0,0.9516170507034253,0.9584010842104878,0.9730141663456338,0.9661931556537668,
doc17,0.9438855466977497,0.8678422222882209,0.949794611261595,0.978246645550636,0.9630205502079535,0.9525109266432792,0.9217567115917586,0.965949236031849,0.0740553779269737,0.9883629909603725,0.9557802694989465,0.9813606260869443,0.9602077831499254,0.9596149028209332,0.9363518486683559,0.9516170507034253,0.0,0.9476681289734701,0.9786292203403893,0.9764695039093517,
doc18,0.9668876026457621,0.9341348038380339,0.9016362953782779,0.930582097180457,0.95261730547606,0.9073724420854625,0.8966930525267215,0.9625074758754688,0.9493166894815237,0.9657083588446401,0.9116713980181455,0.9604151425357956,0.9246612252769069,0.9583204031176021,0.9521434540751219,0.9584010842104878,0.9476681289734701,0.0,0.9669671134361414,0.9428545857560708,
doc19,0.9889373033976083,0.980980267548405,0.9765635216531406,0.9784542984280787,0.9746640954248426,0.9687027407358475,0.9815938169693179,0.9862316676204461,0.9828987598961645,0.9948150240229748,0.9533885043308381,0.9877216049304992,0.986239719279447,0.9882519826724349,0.9860955424357061,0.9730141663456338,0.9786292203403893,0.9669671134361414,0.0,0.9552736990835853,
doc20,0.9585350237851955,0.9539990960492846,0.9405596718562953,0.9537459874348968,0.8939009961956876,0.958689467054796,0.9493951169634492,0.9699009821919649,0.9790152655578174,0.9852962714007578,0.6861744834348205,0.9530879230682586,0.9589223929838552,0.9775296400950785,0.9766300454724289,0.9661931556537668,0.9764695039093517,0.9428545857560708,0.9552736990835853,0.0,
